"year","ranking","artist","title"
1969,49,"The Doors","Touch Me"
1969,50,"Spiral Starecase","More Today Than Yesterday"
1969,51,"Sammy Davis Jr.","I've Gotta Be Me"
1969,52,"Bob Dylan","Lay Lady Lay"
1969,53,"Donovan","Atlantis"
1969,54,"Classics IV","Traces"
1969,55,"Mama"" Cass Elliot","It's Getting Better"
1969,56,"Jay and the Americans","This Magic Moment"
1969,57,"The Temptations","Runaway Child, Running Wild"
1969,58,"The Ventures","Hawaii Five-O"
1969,59,"Glen Campbell","Galveston"
1969,60,"Lou Christie","I'm Gonna Make You Mine"
1969,61,"Ray Stevens","Gitarzan"
1969,62,"Tyrone Davis","Can I Change My Mind"
1969,63,"Booker T & the M.G.'s","Time Is Tight"
1969,64,"Dionne Warwick","This Girl's in Love With You"
1969,65,"The Winstons","Color Him Father"
1969,66,"Checkmates, Ltd.","Black Pearl"
1969,67,"1910 Fruitgum Company","Indian Giver"
1969,68,"James Brown","Mother Popcorn"
1969,69,"Edwin Starr","Twenty-Five Miles"
1969,70,"New Colony Six","Things I'd Like to Say"
1969,71,"Motherlode","When I Die"
1969,72,"Marvin Gaye","That's the Way Love Is"
1969,73,"Harry Nilsson","Everybody's Talkin'"
1969,74,"Johnny Maestro & the Brooklyn Bridge","The Worst That Could Happen"
1969,75,"Joe Simon","The Chokin' Kind"
1969,76,"The Flying Machine","Smile a Little Smile for Me"
1969,77,"Tony Joe White","Polk Salad Annie"
1969,78,"Kenny Rogers and The First Edition","Ruby, Don't Take Your Love to Town"
1969,79,"Joe South","Games People Play"
1969,80,"The Turtles","You Showed Me"
1969,81,"The Cuff Links","Tracy"
1969,82,"The Dells","Oh, What a Night"
1969,83,"The Beatles","Something"
1969,84,"Gary Puckett & The Union Gap","This Girl Is a Woman Now"
1969,85,"The Beatles","Come Together"
1969,86,"Bob Seger System","Ramblin' Gamblin' Man"
1969,87,"The Supremes & The Temptations","I'm Gonna Make You Love Me"
1969,88,"Marvin Gaye","I Heard It Through the Grapevine"
1969,89,"Crazy Elephant","Gimme Gimme Good Lovin'"
1969,90,"Booker T & the M.G.'s","Hang 'Em High"
1969,91,"Lou Rawls","Your Good Thing (Is About to End)"
1969,92,"The Originals","Baby, I'm for Real"
1969,93,"Edwin Hawkins Singers","Oh Happy Day"
1969,94,"Tom Jones","Love Me Tonight"
1969,95,"Paul Revere & the Raiders","Mr. Sun, Mr. Moon"
1969,96,"The Guess Who","Laughing"
1969,97,"David Ruffin","My Whole World Ended (The Moment You Left Me)"
1969,98,"The Box Tops","Soul Deep"
1969,99,"B.J. Thomas","Hooked on a Feeling"
1969,100,"The Box Tops","Sweet Cream Ladies"
1969,null,"Paul Revere & the Raiders","Let Me"
1970,1,"Simon & Garfunkel","Bridge over Troubled Water"
1970,2,"The Carpenters","(They Long to Be) Close to You"
1970,3,"The Guess Who","American Woman"
1970,4,"B.J. Thomas","Raindrops Keep Fallin' on My Head"
1970,5,"Edwin Starr","War"
1970,6,"Diana Ross","Ain't No Mountain High Enough"
1970,7,"The Jackson 5","I'll Be There"
1970,8,"Rare Earth","Get Ready"
1970,9,"The Beatles","Let It Be"
1970,10,"Freda Payne","Band of Gold"
1970,11,"Three Dog Night","Mama Told Me (Not to Come)"
1970,12,"Ray Stevens","Everything Is Beautiful"
1970,13,"Bread","Make It with You"
1970,14,"Vanity Fare","Hitchin' a Ride"
1970,15,"The Jackson 5","ABC"
1970,16,"The Jackson 5","The Love You Save"
1970,17,"Neil Diamond","Cracklin' Rosie"
1970,18,"Dawn","Candida"
1970,19,"Sly & the Family Stone","Thank You (Falettinme Be Mice Elf Agin)"
1970,20,"Eric Burdon & War","Spill the Wine"
1970,21,"Five Stairsteps","O-o-h Child"
1970,22,"Norman Greenbaum","Spirit in the Sky"
1970,23,"Melanie","Lay Down (Candles in the Rain)"
1970,24,"The Temptations","Ball of Confusion (That's What the World Is Today)"
1970,25,"The Moments","Love on a Two-Way Street"
1970,26,"The Poppy Family","Which Way You Goin' Billy?"
1970,27,"Free","All Right Now"
1970,28,"The Jackson 5","I Want You Back"
1970,29,"Bobby Sherman","Julie, Do Ya Love Me"
1970,30,"Sugarloaf","Green-Eyed Lady"
1970,31,"Stevie Wonder","Signed, Sealed, Delivered I'm Yours"
1970,32,"Blues Image","Ride Captain Ride"
1970,33,"Shocking Blue","Venus"
1970,34,"John Lennon","Instant Karma!"
1970,35,"Clarence Carter","Patches"
1970,36,"Creedence Clearwater Revival","Lookin' out My Back Door"
1970,37,"Brook Benton","Rainy Night in Georgia"
1970,38,"Kenny Rogers & The First Edition","Something's Burning"
1970,39,"Chairmen of the Board","Give Me Just a Little More Time"
1970,40,"Edison Lighthouse","Love Grows (Where My Rosemary Goes)"
1970,41,"The Beatles","The Long and Winding Road"
1970,42,"Anne Murray","Snowbird"
1970,43,"Marmalade","Reflections of My Life"
1970,44,"Eddie Holman","Hey There Lonely Girl"
1970,45,"The Jaggerz","The Rapper"
1970,46,"The Hollies","He Ain't Heavy, He's My Brother"
1970,47,"Alive N Kickin'","Tighter, Tighter"
1970,48,"Badfinger","Come and Get It"
1970,49,"Simon & Garfunkel","Cecilia"
1970,50,"Charles Wright & the Watts 103rd Street Rhythm Band","Love Land"
1970,51,"Tyrone Davis","Turn Back the Hands of Time"
1970,52,"The Kinks","Lola"
1970,53,"Mungo Jerry","In the Summertime"
1970,54,"R. Dean Taylor","Indiana Wants Me"
1970,55,"Rare Earth","(I Know) I'm Losing You"
1970,56,"Bobby Sherman","Easy Come, Easy Go"
1970,57,"Charles Wright & the Watts 103rd Street Rhythm Band","Express Yourself"
1970,58,"The Four Tops","Still Water (Love)"
1970,59,"Chicago","Make Me Smile"
1970,60,"Frijid Pink","The House of the Rising Sun"
1970,61,"Chicago","25 or 6 to 4"
1970,62,"White Plains","My Baby Loves Lovin'"
1970,63,"The Friends of Distinction","Love or Let Me Be Lonely"
1970,64,"The Brotherhood of Man","United We Stand"
1970,65,"The Carpenters","We've Only Just Begun"
1970,66,"Mark Lindsay","Arizona"
1970,67,"James Taylor","Fire and Rain"
1970,68,"Gene Chandler","Groovy Situation"
1970,69,"Santana","Evil Ways"
1970,70,"The Guess Who","No Time"
1970,71,"The Delfonics","Didn't I (Blow Your Mind This Time)"
1970,72,"Elvis Presley","The Wonder of You"
1970,73,"Creedence Clearwater Revival","Up Around the Bend"
1970,74,"Ronnie Dyson","(If You Let Me Make Love To You Then) Why Can't I Touch You?"
1970,75,"B.J. Thomas","I Just Can't Help Believing"
1970,76,"The Spinners","It's a Shame"
1970,77,"Bobbi Martin","For the Love of Him"
1970,78,"Mountain","Mississippi Queen"
1970,79,"Ike & Tina Turner","I Want to Take You Higher"
1970,80,"Joe Cocker","The Letter"
1970,81,"Tee Set","Ma Belle Amie"
1970,82,"The Originals","The Bells"
1970,83,"Christie","Yellow River"
1970,84,"100 Proof (Aged in Soul)","Somebody's Been Sleeping"
1970,85,"The Ides of March","Vehicle"
1970,86,"The Pipkins","Gimme Dat Ding"
1970,87,"Robin McNamara","Lay a Little Lovin' on Me"
1970,88,"The Supremes","Up the Ladder to the Roof"
1970,89,"Creedence Clearwater Revival","Travelin' Band"
1970,90,"The Sandpipers","Come Saturday Morning"
1970,91,"The Temptations","Psychedelic Shack"
1970,92,"Tom Jones","Without Love (There Is Nothing)"
1970,93,"Pacific Gas & Electric","Are You Ready?"
1970,94,"Crosby, Stills, Nash & Young","Woodstock"
1970,95,"Dionne Warwick","I'll Never Fall in Love Again"
1970,96,"The New Seekers","Look What They've Done to My Song Ma"
1970,97,"Joe South","Walk A Mile In My Shoes"
1970,98,"B.B. King","The Thrill Is Gone"
1970,99,"Glen Campbell","It's Only Make Believe"
1970,100,"Aretha Franklin","Call Me"
1971,1,"Three Dog Night","Joy to the World"
1971,2,"Rod Stewart","Maggie May""/""Reason to Believe"
1971,3,"Carole King","It's Too Late""/""I Feel the Earth Move"
1971,4,"The Osmonds","One Bad Apple"
1971,5,"Bee Gees","How Can You Mend a Broken Heart"
1971,6,"Paul Revere & the Raiders","Indian Reservation (The Lament of the Cherokee Reservation Indian)"
1971,7,"Donny Osmond","Go Away Little Girl"
1971,8,"John Denver","Take Me Home, Country Roads"
1971,9,"The Temptations","Just My Imagination (Running Away with Me)"
1971,10,"Tony Orlando and Dawn","Knock Three Times"
1971,11,"Janis Joplin","Me and Bobby McGee"
1971,12,"Al Green","Tired of Being Alone"
1971,13,"Honey Cone","Want Ads"
1971,14,"The Undisputed Truth","Smiling Faces Sometimes"
1971,15,"Cornelius Brothers & Sister Rose","Treat Her Like a Lady"
1971,16,"James Taylor","You've Got a Friend"
1971,17,"Jean Knight","Mr. Big Stuff"
1971,18,"The Rolling Stones","Brown Sugar"
1971,19,"Lee Michaels","Do You Know What I Mean"
1971,20,"Joan Baez","The Night They Drove Old Dixie Down"
1971,21,"Marvin Gaye","What's Going On"
1971,22,"Paul & Linda McCartney","Uncle Albert/Admiral Halsey"
1971,23,"Bill Withers","Ain't No Sunshine"
1971,24,"Five Man Electrical Band","Signs"
1971,25,"Tom Jones","She's a Lady"
1971,26,"Murray Head & The Trinidad Singers","Superstar"
1971,27,"The Free Movement","I've Found Someone of My Own"
1971,28,"Jerry Reed","Amos Moses"
1971,29,"The Grass Roots","Temptation Eyes"
1971,30,"The Carpenters","Superstar"
1971,31,"George Harrison","My Sweet Lord"
1971,32,"Donny Osmond","Sweet and Innocent"
1971,33,"Ocean","Put Your Hand in the Hand"
1971,34,"Daddy Dewdrop","Chick-A-Boom (Don't Ya Jes' Love It)"
1971,35,"The Carpenters","For All We Know"
1971,36,"Sammi Smith","Help Me Make It Through the Night"
1971,37,"The Carpenters","Rainy Days and Mondays"
1971,38,"Gordon Lightfoot","If You Could Read My Mind"
1971,39,"Cher","Gypsys, Tramps & Thieves"
1971,40,"The Jackson 5","Never Can Say Goodbye"
1971,41,"Lynn Anderson","Rose Garden"
1971,42,"Hamilton, Joe Frank & Reynolds","Don't Pull Your Love"
1971,43,"Ringo Starr","It Don't Come Easy"
1971,44,"Nitty Gritty Dirt Band","Mr. Bojangles"
1971,45,"The Fuzz","I Love You for All Seasons"
1971,46,"The Dramatics","Whatcha See is Whatcha Get"
1971,47,"Carly Simon","That's the Way I've Always Heard It Should Be"
1971,48,"Stevie Wonder","If You Really Love Me"
1971,49,"Aretha Franklin","Spanish Harlem"
1971,50,"Helen Reddy","I Don't Know How to Love Him"
1971,51,"The Osmonds","Yo-Yo"
1971,52,"Aretha Franklin","Bridge over Troubled Water"
1971,53,"The Partridge Family","Doesn't Somebody Want to Be Wanted"
1971,54,"Tommy James","Draggin' the Line"
1971,55,"Ike & Tina Turner","Proud Mary"
1971,56,"Chicago","Beginnings""/""Colour My World"
1971,57,"The Bells","Stay Awhile"
1971,58,"The Stampeders","Sweet City Woman"
1971,59,"Lobo","Me and You and a Dog Named Boo"
1971,60,"Paul McCartney","Another Day""/""Oh Woman, Oh Why"
1971,61,"Bread","If"
1971,62,"Marvin Gaye","Mercy Mercy Me (The Ecology)"
1971,63,"Brewer & Shipley","One Toke Over the Line"
1971,64,"8th Day","She's Not Just Another Woman"
1971,65,"Freda Payne","Bring the Boys Home"
1971,66,"Rare Earth","I Just Want to Celebrate"
1971,67,"Delaney & Bonnie & Friends","Never Ending Song of Love"
1971,68,"Freddie Hart","Easy Loving"
1971,69,"Three Dog Night","Liar"
1971,70,"Honey Cone","Stick-Up"
1971,71,"Mac and Katie Kissoon","Chirpy Chirpy Cheep Cheep"
1971,72,"Andy Williams","(Where Do I Begin?) Love Story"
1971,73,"Cat Stevens","Wild World"
1971,74,"Jerry Reed","When You're Hot, You're Hot"
1971,75,"The Beginning of the End","Funky Nassau"
1971,76,"Olivia Newton-John","If Not for You"
1971,77,"King Floyd","Groove Me"
1971,78,"Bobby Goldsboro","Watching Scotty Grow"
1971,79,"Matthews Southern Comfort","Woodstock"
1971,80,"Judy Collins","Amazing Grace"
1971,81,"Dave Edmunds","I Hear You Knocking"
1971,82,"Bee Gees","Lonely Days"
1971,83,"The Fortunes","Here Comes That Rainy Day Feeling Again"
1971,84,"The Who","Won't Get Fooled Again"
1971,85,"Denise LaSalle","Trapped By a Thing Called Love"
1971,86,"The Jackson 5","Mama's Pearl"
1971,87,"The Buoys","Timothy"
1971,88,"The Partridge Family","I Woke Up In Love This Morning"
1971,89,"Isaac Hayes","Theme from Shaft"
1971,90,"Gladys Knight & the Pips","If I Were Your Woman"
1971,91,"Neil Diamond","I Am...I Said"
1971,92,"Paul Stookey","The Wedding Song (There Is Love)"
1971,93,"Wilson Pickett","Don't Knock My Love"
1971,94,"The Doors","Love Her Madly"
1971,95,"Richie Havens","Here Comes the Sun"
1971,96,"Wadsworth Mansion","Sweet Mary"
1971,97,"Brenda & the Tabulations","Right on the Tip of My Tongue"
1971,98,"The 5th Dimension","One Less Bell to Answer"
1971,99,"The Doors","Riders on the Storm"
1971,100,"Perry Como","Somos Novios (It's Impossible)"
1972,1,"Roberta Flack","The First Time Ever I Saw Your Face"
1972,2,"Gilbert O'Sullivan","Alone Again (Naturally)"
1972,3,"Don McLean","American Pie"
1972,4,"Harry Nilsson","Without You"
1972,5,"Sammy Davis Jr.","The Candy Man"
1972,6,"Joe Tex","I Gotcha"
1972,7,"Bill Withers","Lean on Me"
1972,8,"Mac Davis","Baby, Don't Get Hooked on Me"
1972,9,"Melanie","Brand New Key"
1972,10,"Wayne Newton","Daddy Don't You Walk So Fast"
1972,11,"Al Green","Let's Stay Together"
1972,12,"Looking Glass","Brandy (You're a Fine Girl)"
1972,13,"The Chi-Lites","Oh Girl"
1972,14,"Gallery","Nice to Be with You"
1972,15,"Chuck Berry","My Ding-a-Ling"
1972,16,"Luther Ingram","(If Loving You Is Wrong) I Don't Want to Be Right"
1972,17,"Neil Young","Heart of Gold"
1972,18,"The Stylistics","Betcha by Golly, Wow"
1972,19,"The Staple Singers","I'll Take You There"
1972,20,"Michael Jackson","Ben"
1972,21,"Robert John","The Lion Sleeps Tonight"
1972,22,"Billy Preston","Outa-Space"
1972,23,"War","Slippin' Into Darkness"
1972,24,"The Hollies","Long Cool Woman in a Black Dress"
1972,25,"Mouth & MacNeal","How Do You Do"
1972,26,"Neil Diamond","Song Sung Blue"
1972,27,"America","A Horse with No Name"
1972,28,"Hot Butter","Popcorn"
1972,29,"The Main Ingredient","Everybody Plays the Fool"
1972,30,"Climax","Precious and Few"
1972,31,"The 5th Dimension","(Last Night) I Didn't Get to Sleep at All"
1972,32,"The Moody Blues","Nights in White Satin"
1972,33,"Raspberries","Go All the Way"
1972,34,"Cornelius Brothers & Sister Rose","Too Late to Turn Back Now"
1972,35,"The O'Jays","Back Stabbers"
1972,36,"The Osmonds","Down by the Lazy River"
1972,37,"Jonathan Edwards","Sunshine"
1972,38,"Mel and Tim","Starting All Over Again"
1972,39,"Badfinger","Day After Day"
1972,40,"Elton John","Rocket Man"
1972,41,"Michael Jackson","Rockin' Robin"
1972,42,"Daniel Boone","Beautiful Sunday"
1972,43,"Dennis Coffey","Scorpio"
1972,44,"Cat Stevens","Morning Has Broken"
1972,45,"Arlo Guthrie","City of New Orleans"
1972,46,"Ricky Nelson","Garden Party"
1972,47,"Johnny Nash","I Can See Clearly Now"
1972,48,"Elvis Presley","Burning Love"
1972,49,"Betty Wright","Clean Up Woman"
1972,50,"Argent","Hold Your Head Up"
1972,51,"The Chakachas","Jungle Fever"
1972,52,"Bread","Everything I Own"
1972,53,"The Dramatics","In the Rain"
1972,54,"Al Green","Look What You Done for Me"
1972,55,"Donna Fargo","The Happiest Girl in the Whole U.S.A."
1972,56,"T. Rex","Get It On"
1972,57,"Paul Simon","Mother and Child Reunion"
1972,58,"Roberta Flack & Donny Hathaway","Where Is the Love"
1972,59,"Al Green","I'm Still in Love with You"
1972,60,"Derek and the Dominos","Layla"
1972,61,"Aretha Franklin","Day Dreaming"
1972,62,"Cher","The Way of Love"
1972,63,"Three Dog Night","Black and White"
1972,64,"Dr. Hook & The Medicine Show","Sylvia's Mother"
1972,65,"The Carpenters","Hurting Each Other"
1972,66,"Harry Nilsson","Coconut"
1972,67,"Donny Osmond","Puppy Love"
1972,68,"Jim Croce","You Don't Mess Around with Jim"
1972,69,"Commander Cody and His Lost Planet Airmen","Hot Rod Lincoln"
1972,70,"Sonny & Cher","A Cowboy's Work Is Never Done"
1972,71,"Apollo 100","Joy"
1972,72,"Carly Simon","Anticipation"
1972,73,"Three Dog Night","Never Been to Spain"
1972,74,"Charley Pride","Kiss an Angel Good Mornin'"
1972,75,"Alice Cooper","School's Out"
1972,76,"Chicago","Saturday in the Park"
1972,77,"Joe Simon","Drowning in the Sea of Love"
1972,78,"Bill Withers","Use Me"
1972,79,"Sly & the Family Stone","Family Affair"
1972,80,"The Jimmy Castor Bunch","Troglodyte (Cave Man)"
1972,81,"Redbone","The Witch Queen of New Orleans"
1972,82,"Curtis Mayfield","Freddie's Dead"
1972,83,"Joe Simon","Power of Love"
1972,84,"Jerry Butler & Brenda Lee Eager","Ain't Understanding Mellow"
1972,85,"Harry Chapin","Taxi"
1972,86,"Beverly Bremers","Don't Say You Don't Remember"
1972,87,"Bobby Vinton","Sealed with a Kiss"
1972,88,"Todd Rundgren","I Saw the Light"
1972,89,"Sailcat","Motorcycle Mama"
1972,90,"Original Cast of Godspell","Day by Day"
1972,91,"Yes","Roundabout"
1972,92,"Jackson Browne","Doctor My Eyes"
1972,93,"The New Seekers","I'd Like to Teach the World to Sing (In Perfect Harmony)"
1972,94,"Don McLean","Vincent"
1972,95,"The Detroit Emeralds","Baby Let Me Take You (In My Arms)"
1972,96,"Rick Springfield","Speak to the Sky"
1972,97,"The Hillside Singers","I'd Like to Teach the World to Sing (In Perfect Harmony)"
1972,98,"Love Unlimited","Walkin' in the Rain with the One I Love"
1972,99,"James Brown","Get on the Good Foot"
1972,100,"The Isley Brothers","Pop That Thang"
1973,1,"Tony Orlando and Dawn","Tie a Yellow Ribbon Round the Ole Oak Tree"
1973,2,"Jim Croce","Bad, Bad Leroy Brown"
1973,3,"Roberta Flack","Killing Me Softly with His Song"
1973,4,"Marvin Gaye","Let's Get It On"
1973,5,"Paul McCartney & Wings","My Love"
1973,6,"Kris Kristofferson","Why Me"
1973,7,"Elton John","Crocodile Rock"
1973,8,"Billy Preston","Will It Go Round in Circles"
1973,9,"Carly Simon","You're So Vain"
1973,10,"Diana Ross","Touch Me in the Morning"
1973,11,"Vicki Lawrence","The Night the Lights Went Out in Georgia"
1973,12,"Clint Holmes","Playground in My Mind"
1973,13,"Stories","Brother Louie"
1973,14,"Helen Reddy","Delta Dawn"
1973,15,"Billy Paul","Me and Mrs. Jones"
1973,16,"The Edgar Winter Group","Frankenstein"
1973,17,"Dobie Gray","Drift Away"
1973,18,"Sweet","Little Willy"
1973,19,"Stevie Wonder","You Are the Sunshine of My Life"
1973,20,"Cher","Half-Breed"
1973,21,"The Isley Brothers","That Lady"
1973,22,"Sylvia","Pillow Talk"
1973,23,"Grand Funk Railroad","We're an American Band"
1973,24,"Dr. John","Right Place Wrong Time"
1973,25,"Skylark","Wildflower"
1973,26,"Stevie Wonder","Superstition"
1973,27,"Paul Simon","Loves Me Like a Rock"
1973,28,"Maureen McGovern","The Morning After"
1973,29,"John Denver","Rocky Mountain High"
1973,30,"Stealers Wheel","Stuck in the Middle with You"
1973,31,"Three Dog Night","Shambala"
1973,32,"The O'Jays","Love Train"
1973,33,"Barry White","I'm Gonna Love You Just a Little More Baby"
1973,34,"Tony Orlando and Dawn","Say, Has Anybody Seen My Sweet Gypsy Rose"
1973,35,"Eddie Kendricks","Keep on Truckin'"
1973,36,"Anne Murray","Danny's Song"
1973,37,"King Harvest","Dancing in the Moonlight"
1973,38,"Bobby 'Boris' Pickett","Monster Mash"
1973,39,"Bloodstone","Natural High"
1973,40,"Seals and Crofts","Diamond Girl"
1973,41,"The Doobie Brothers","Long Train Runnin'"
1973,42,"George Harrison","Give Me Love (Give Me Peace on Earth)"
